customerID,Churn_Probability,Risk_Level,Base_LTV,LTV_Segment,Retention_Priority,Recommended_Action
2308-STERM,0.284570640408597,LOW RISK,728.8573250869732,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7159-NOKYQ,0.2616940088286082,LOW RISK,6241.05,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6075-QMNRR,0.2803922110846017,LOW RISK,2587.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3694-GLTJM,0.2517475082787567,LOW RISK,738.2498163896404,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9629-NHXFW,0.6342961241475586,HIGH RISK,728.8573250869732,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7167-PCEYD,0.05005752646443095,LOW RISK,1326.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2748-MYRVK,0.3385740466477203,MEDIUM RISK,6293.700000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4223-WOZCM,0.7306924322169851,HIGH RISK,1876.619762272903,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6946-LMSQS,0.40127246029579317,MEDIUM RISK,3345.60540201005,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5469-NUJUR,0.02935005451887197,LOW RISK,749.5208059528411,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6388-TABGU,0.10997790819659663,LOW RISK,3481.3,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1261-FWTTE,0.5669444707643921,MEDIUM RISK,1301.7992945496712,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8590-YFFQO,0.06522845895119285,LOW RISK,4546.5,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0082-OQIQY,0.6867110733200851,HIGH RISK,3539.090722844994,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
9465-RWMXL,0.7282939658092757,HIGH RISK,2964.2702551217626,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2930-UOTMB,0.23186230304130162,LOW RISK,2451.4402299961343,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9128-CPXKI,0.3525372327766719,MEDIUM RISK,5652.2,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0484-FFVBJ,0.3340696493226667,MEDIUM RISK,2436.412243911867,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1100-DDVRV,0.55424326247396,MEDIUM RISK,1870.9842674913025,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9313-QOLTZ,0.1652068101007924,LOW RISK,785.2122729029763,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3338-CVVEH,0.8153102029483098,HIGH RISK,3552.240210668728,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1131-SUEKT,0.3458187248574003,MEDIUM RISK,6005.45,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7602-DBTOU,0.01437286882605918,LOW RISK,1391.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1385-TQOZW,0.20816009734104207,LOW RISK,768.3057885581754,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6892-XPFPU,0.7999200805316548,HIGH RISK,3916.668873212215,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4115-NZRKS,0.8738589227378067,HIGH RISK,3349.3623985311174,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5514-YQENT,0.2103123228468485,LOW RISK,4557.150000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6319-IEJWJ,0.767051733923741,HIGH RISK,3388.8108620023195,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8849-AYPTR,0.6769627328897387,HIGH RISK,3428.259325473521,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5893-PYOLZ,0.06461560294690413,LOW RISK,4580.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7180-PISOG,0.8819775752929531,HIGH RISK,2798.96240819482,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8443-ZRDBZ,0.8793920112792385,HIGH RISK,2857.1958542713564,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9079-YEXQJ,0.5496358112364674,MEDIUM RISK,5999.4,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3780-YVMFA,0.6052521445367436,HIGH RISK,2575.421115191341,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6968-MHOMU,0.3446044011262908,MEDIUM RISK,2610.0,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0899-LIIBW,0.7083191079560152,HIGH RISK,3788.930991495941,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
3677-IYRBF,0.8171098876120092,HIGH RISK,1142.1269424043292,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8393-DLHGA,0.7501561140497576,HIGH RISK,3602.959663703131,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
7691-XVTZH,0.2264243855864777,LOW RISK,6116.6,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5360-LJCNJ,0.3473785774541952,MEDIUM RISK,7465.650000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3891-PUQOD,0.7090798089527608,HIGH RISK,2224.141940471589,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0952-KMEEH,0.7115835268392675,HIGH RISK,3687.492085427136,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4919-IKATY,0.7102990948853696,HIGH RISK,3174.662060301508,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9746-UGFAC,0.14103133938018927,LOW RISK,783.333774642443,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9108-EQPNQ,0.06359683494392585,LOW RISK,980.576091998454,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0531-ZZJWQ,0.6784276047363736,HIGH RISK,4070.0,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8763-KIAFH,0.07588511357279543,LOW RISK,772.0627850792424,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5863-OOKCL,0.2228777687898949,LOW RISK,708.1938442211056,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2958-NHPPS,0.1360401602319045,LOW RISK,783.333774642443,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9530-GRMJG,0.0952220426480468,LOW RISK,5887.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1809-DMJHQ,0.6167482301948346,HIGH RISK,1728.2183996907615,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0164-XAIRP,0.035986959401438166,LOW RISK,734.4928198685736,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2926-JEJJC,0.10892751658833447,LOW RISK,758.9132972555083,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1169-WCVAK,0.4562731871144159,MEDIUM RISK,3336.212910707383,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1217-VASWC,0.45941477757291643,MEDIUM RISK,4323.65,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2452-KDRRH,0.6272653231092268,HIGH RISK,6793.8,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6402-EJMWF,0.6829337450651427,HIGH RISK,2077.6190761499806,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7663-CUXZB,0.24617640445090014,LOW RISK,6711.25,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4312-KFRXN,0.018178808988757577,LOW RISK,1828.8,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3011-WQKSZ,0.38184699036642067,MEDIUM RISK,751.3993042133745,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9747-DDZOS,0.8315887845028692,HIGH RISK,2761.392442984152,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2091-MJTFX,0.28401494465455357,LOW RISK,1923.5822187862389,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0388-EOPEX,0.7470393829260915,HIGH RISK,2795.2054116737536,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3161-ONRWK,0.09201890240877138,LOW RISK,3951.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2587-EKXTS,0.5357605689124318,MEDIUM RISK,4906.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9752-ZNQUT,0.6807457962826898,HIGH RISK,1825.9003092385,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9572-WUKSB,0.6690637797450846,HIGH RISK,1123.3419597989948,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3836-FZSDJ,0.014667020264965764,LOW RISK,1764.35,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8805-JNRAZ,0.6545809719876646,HIGH RISK,1848.4422883649013,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3069-SSVSN,0.5266535768882322,MEDIUM RISK,971.1836006957866,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8015-IHCGW,0.06930969709577356,LOW RISK,8316.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8132-YPVBX,0.8107610619791745,HIGH RISK,3229.138509856977,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0235-KGSLC,0.8185253325752587,HIGH RISK,3214.1105237727093,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1302-UHBDD,0.7294422781355852,HIGH RISK,3379.418370699652,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3722-WPXTK,0.9018314017920026,HIGH RISK,3319.306426362582,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7531-GQHME,0.24246060180502282,LOW RISK,753.277802473908,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1335-NTIUC,0.7371369110837679,HIGH RISK,937.3706320061848,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9367-TCUYN,0.24622041395510638,LOW RISK,755.1563007344415,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1536-HBSWP,0.7175500851497334,HIGH RISK,1874.7412640123691,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8573-JGCZW,0.05715671862558451,LOW RISK,738.2498163896404,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2694-CIUMO,0.7103133736097924,HIGH RISK,2988.690732508697,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2027-FECZV,0.8300086498903547,HIGH RISK,4008.7152879783534,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
9103-TCIHJ,0.4434789552337939,MEDIUM RISK,2092.647062234248,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1545-JFUML,0.15277386999778522,LOW RISK,7029.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0524-IAVZO,0.7462284776426256,HIGH RISK,3193.447042906842,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5519-TEEUH,0.033164909218537646,LOW RISK,757.0347989949748,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6654-QGBZZ,0.564979214015884,MEDIUM RISK,747.6423076923076,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2294-DMMUS,0.3592342176048286,MEDIUM RISK,4367.900000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0017-IUDMW,0.04490896879146982,LOW RISK,8409.6,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5018-LXQQG,0.20964096543983024,LOW RISK,2490.8886934673365,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5808-TOTXO,0.12104790615901288,LOW RISK,772.0627850792424,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1174-FGIFN,0.485349974575855,MEDIUM RISK,3398.203353304986,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0730-KOAVE,0.6107167022427391,HIGH RISK,3542.847719366061,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1218-VKFPE,0.1798858787421716,LOW RISK,713.8293390027059,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5313-FPXWG,0.0757992071325428,LOW RISK,1254.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2834-JKOOW,0.1649619281123638,LOW RISK,1724.4614031696944,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9430-NKQLY,0.024022192738770678,LOW RISK,1807.2,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0363-QJVFX,0.49450049285481634,MEDIUM RISK,4063.191737533823,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1658-TJVOA,0.7459998356373425,HIGH RISK,2783.9344221105525,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6685-GBWJZ,0.13768885688867877,LOW RISK,4460.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6328-ZPBGN,0.8596431526334374,HIGH RISK,3574.7821897951294,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4003-FUSHP,0.4012108648098681,MEDIUM RISK,2312.43135871666,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7690-KPNCU,0.22344263167949954,LOW RISK,4675.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2969-WGHQO,0.24511616991190505,LOW RISK,2609.234083880943,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1855-CFULU,0.2987034116523264,LOW RISK,753.277802473908,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9788-YTFGE,0.22728067351178372,LOW RISK,749.5208059528411,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8266-VBFQL,0.8122580157694536,HIGH RISK,3396.324855044453,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2325-NBPZG,0.7573456963491344,HIGH RISK,2800.840906455353,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9906-NHHVC,0.24518864494706016,LOW RISK,3477.5,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2541-YGPKE,0.1907888850007022,LOW RISK,2675.4,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5049-MUBWG,0.17737743328787922,LOW RISK,2817.7473908001543,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
2332-TODQS,0.07905119515148176,LOW RISK,1202.4,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4419-UJMUS,0.25695763991562715,LOW RISK,6855.15,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2233-TXSIU,0.21823586112999785,LOW RISK,1669.984953614225,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6770-XUAGN,0.5544287985431109,MEDIUM RISK,788.9692694240432,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2919-HBCJO,0.8076252438577803,HIGH RISK,2879.737833397758,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9508-ILZDG,0.6839047759312753,HIGH RISK,3619.866148047932,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
5442-BHQNG,0.8371036256616258,HIGH RISK,2643.047052570545,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7250-EQKIY,0.7154358724306242,HIGH RISK,1895.4047448782371,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6838-HVLXG,0.2337196593363398,LOW RISK,762.6702937765751,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9767-FFLEM,0.5958837057499948,MEDIUM RISK,2641.0,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2245-ADZFJ,0.07827865506746408,LOW RISK,3026.260697719366,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1150-WFARN,0.2193012243394258,LOW RISK,7286.25,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
